,Temperature,Humidity,Light,CO2,HumidityRatio 
3258,20.0,18.73,0.0,433.66666669999995,0.002700632
3259,20.0,18.79,0.0,435.5,0.0027093209999999998
3260,20.0,18.79,0.0,438.0,0.0027093209999999998
3261,20.0,18.79,0.0,438.0,0.0027093209999999998
3262,20.0,18.79,0.0,441.0,0.0027093209999999998
3263,20.0,18.7,0.0,434.0,0.002696288
3264,20.0,18.745,0.0,435.0,0.002702804
3265,20.0,18.79,0.0,435.0,0.0027093209999999998
3266,20.0,18.79,0.0,435.0,0.0027093209999999998
3267,20.0,18.7,0.0,436.0,0.002696288
3268,20.0,18.7,0.0,443.5,0.002696288
3269,20.0,18.7,0.0,451.0,0.002696288
3270,20.0,18.7,0.0,448.0,0.002696288
3271,20.0,18.7,0.0,443.5,0.002696288
3272,20.0,18.65,0.0,442.0,0.002689047
3273,20.0,18.7,0.0,442.0,0.002696288
3274,20.0,18.7,0.0,437.66666669999995,0.002696288
3275,20.0,18.745,0.0,442.0,0.002702804
3276,20.0,18.79,0.0,444.0,0.0027093209999999998
3277,20.0,18.7,0.0,443.33333330000005,0.002696288
3278,20.0,18.65,0.0,440.0,0.002689047
3279,20.0,18.6,0.0,438.0,0.002681807
3280,20.0,18.7,0.0,439.0,0.002696288
3281,20.0,18.7,0.0,440.0,0.002696288
3282,20.0,18.7,0.0,439.0,0.002696288
3283,20.0,18.7,0.0,439.0,0.002696288
3284,20.05,18.7,0.0,436.0,0.0027046870000000003
3285,20.0,18.65,0.0,432.0,0.002689047
3286,20.0,18.6,0.0,438.0,0.002681807
3287,20.0,18.7,0.0,437.5,0.002696288
3288,20.05,18.7,0.0,433.5,0.0027046870000000003
3289,20.0,18.7,0.0,434.25,0.002696288
3290,20.0,18.7,0.0,435.0,0.002696288
3291,20.0,18.7,0.0,439.0,0.002696288
3292,20.0,18.7,0.0,434.0,0.002696288
3293,20.0,18.7,0.0,436.0,0.002696288
3294,20.0,18.7,0.0,434.0,0.002696288
3295,20.0,18.7,0.0,437.0,0.002696288
3296,20.0,18.7,0.0,433.66666669999995,0.002696288
3297,20.0,18.7,0.0,433.5,0.002696288
3298,20.0,18.6,0.0,432.0,0.002681807
3299,20.0,18.66666667,0.0,433.33333330000005,0.0026914609999999996
3300,20.0,18.7,0.0,432.0,0.002696288
3301,20.0,18.7,0.0,437.0,0.002696288
3302,20.0,18.7,0.0,439.5,0.002696288
3303,20.0,18.7,0.0,436.0,0.002696288
3304,20.0,18.7,0.0,435.0,0.002696288
3305,20.05,18.7,0.0,433.5,0.0027046870000000003
3306,20.03333333,18.63333333,0.0,438.0,0.00269221
3307,20.0,18.7,0.0,436.5,0.002696288
3308,20.0,18.65,0.0,435.0,0.002689047
3309,20.0,18.65,0.0,434.5,0.002689047
3310,19.945,18.7,0.0,435.5,0.0026870759999999996
3311,19.89,18.7,0.0,436.0,0.0026778920000000003
3312,20.0,18.65,0.0,435.0,0.002689047
3313,19.945,18.7,0.0,434.0,0.0026870759999999996
3314,20.0,18.7,0.0,436.0,0.002696288
3315,20.0,18.7,0.0,433.0,0.002696288
3316,20.0,18.7,0.0,434.5,0.002696288
3317,20.0,18.7,0.0,435.0,0.002696288
3318,20.0,18.6,0.0,436.0,0.002681807
3319,19.945,18.7,0.0,433.5,0.0026870759999999996
3320,19.945,18.7,0.0,434.0,0.0026870759999999996
3321,19.945,18.7,0.0,438.0,0.0026870759999999996
3322,19.945,18.7,0.0,436.0,0.0026870759999999996
3323,20.0,18.7,0.0,439.0,0.002696288
3324,20.0,18.7,0.0,437.0,0.002696288
3325,20.0,18.7,0.0,441.5,0.002696288
3326,20.0,18.7,0.0,441.0,0.002696288
3327,19.92666667,18.7,0.0,435.33333330000005,0.0026840109999999996
3328,19.945,18.7,0.0,437.0,0.0026870759999999996
3329,20.0,18.7,0.0,435.5,0.002696288
3330,20.0,18.7,0.0,439.0,0.002696288
3331,19.945,18.7,0.0,438.5,0.0026870759999999996
3332,19.945,18.7,0.0,440.0,0.0026870759999999996
3333,19.945,18.7,0.0,441.0,0.0026870759999999996
3334,19.92666667,18.7,0.0,441.66666669999995,0.0026840109999999996
3335,20.0,18.7,0.0,440.0,0.002696288
3336,20.0,18.7,0.0,439.0,0.002696288
3337,19.96333333,18.7,0.0,440.0,0.002690143
3338,19.945,18.745,0.0,441.5,0.00269357
3339,19.89,18.745,0.0,433.0,0.0026843640000000003
3340,20.0,18.79,0.0,435.0,0.0027093209999999998
3341,19.945,18.79,0.0,434.5,0.0027000640000000003
3342,19.92666667,18.79,0.0,435.0,0.002696985
3343,19.89,18.745,0.0,435.5,0.0026843640000000003
3344,19.89,18.79,0.0,441.33333330000005,0.002690836
3345,19.89,18.7,0.0,445.0,0.0026778920000000003
3346,19.89,18.79,0.0,444.0,0.002690836
3347,19.89,18.79,0.0,439.0,0.002690836
3348,19.89,18.79,0.0,438.5,0.002690836
3349,19.89,18.79,0.0,443.66666669999995,0.002690836
3350,19.89,18.76,0.0,437.66666669999995,0.002686521
3351,19.89,18.815,0.0,435.0,0.0026944309999999997
3352,19.89,18.79,0.0,437.5,0.002690836
3353,19.89,18.79,0.0,438.5,0.002690836
3354,19.89,18.79,0.0,439.0,0.002690836
3355,19.89,18.84,0.0,436.5,0.002698027
3356,19.89,18.79,0.0,439.0,0.002690836
3357,19.89,18.84,0.0,436.0,0.002698027
3358,19.89,18.89,0.0,437.0,0.0027052179999999997
3359,19.89,18.84,0.0,437.5,0.002698027
3360,19.89,18.84,0.0,438.0,0.002698027
3361,19.89,18.89,0.0,435.0,0.0027052179999999997
3362,19.89,18.79,0.0,438.0,0.002690836
3363,19.89,18.85666667,0.0,436.66666669999995,0.0027004240000000003
3364,19.89,18.89,0.0,436.33333330000005,0.0027052179999999997
3365,19.89,18.89,0.0,434.33333330000005,0.0027052179999999997
3366,19.89,18.89,0.0,440.0,0.0027052179999999997
3367,19.89,18.89,0.0,436.33333330000005,0.0027052179999999997
3368,19.89,18.89,0.0,433.0,0.0027052179999999997
3369,19.89,18.89,0.0,436.5,0.0027052179999999997
3370,19.89,18.89,0.0,436.5,0.0027052179999999997
3371,19.89,18.89,0.0,437.66666669999995,0.0027052179999999997
3372,19.89,18.85666667,0.0,435.0,0.0027004240000000003
3373,19.89,18.89,0.0,440.0,0.0027052179999999997
3374,19.89,18.89,0.0,438.5,0.0027052179999999997
3375,19.89,18.89,0.0,439.0,0.0027052179999999997
3376,19.84,18.89,0.0,439.0,0.0026968079999999998
3377,19.79,18.89,0.0,439.0,0.00268842
3378,19.89,18.89,0.0,438.0,0.0027052179999999997
3379,19.89,18.89,0.0,444.0,0.0027052179999999997
3380,19.84,18.945,0.0,438.0,0.002704694
3381,19.89,18.89,0.0,439.0,0.0027052179999999997
3382,19.89,18.89,0.0,437.66666669999995,0.0027052179999999997
3383,19.89,18.89,0.0,437.0,0.0027052179999999997
3384,19.89,18.89,0.0,433.0,0.0027052179999999997
3385,19.89,18.89,0.0,439.0,0.0027052179999999997
3386,19.89,18.945,0.0,442.5,0.0027131290000000003
3387,19.89,18.89,0.0,440.5,0.0027052179999999997
3388,19.89,18.89,0.0,439.0,0.0027052179999999997
3389,19.89,18.89,0.0,433.0,0.0027052179999999997
3390,19.89,18.96333333,0.0,431.66666669999995,0.0027157659999999997
3391,19.89,19.0,0.0,433.0,0.00272104
3392,19.89,19.0,0.0,434.0,0.00272104
3393,19.89,18.89,0.0,437.0,0.0027052179999999997
3394,19.89,18.945,0.0,439.5,0.0027131290000000003
3395,19.89,19.0,0.0,438.0,0.00272104
3396,19.89,18.89,0.0,439.0,0.0027052179999999997
3397,19.89,19.0,0.0,440.66666669999995,0.00272104
3398,19.89,18.945,0.0,438.0,0.0027131290000000003
3399,19.89,18.89,0.0,438.0,0.0027052179999999997
3400,19.89,18.89,0.0,437.0,0.0027052179999999997
3401,19.89,18.945,0.0,441.0,0.0027131290000000003
3402,19.89,18.89,0.0,437.0,0.0027052179999999997
3403,19.89,18.89,0.0,439.0,0.0027052179999999997
3404,19.89,18.89,0.0,437.0,0.0027052179999999997
3405,19.89,18.89,0.0,437.0,0.0027052179999999997
3406,19.89,18.89,0.0,436.0,0.0027052179999999997
3407,19.89,18.945,0.0,436.0,0.0027131290000000003
3408,19.89,18.89,0.0,431.0,0.0027052179999999997
3409,19.89,18.89,0.0,437.0,0.0027052179999999997
3410,19.89,19.0,0.0,442.5,0.00272104
3411,19.89,18.89,0.0,443.0,0.0027052179999999997
3412,19.89,19.0,0.0,443.0,0.00272104
3413,19.89,19.0,0.0,441.0,0.00272104
3414,19.89,19.0,0.0,440.5,0.00272104
3415,19.89,19.0,0.0,441.5,0.00272104
3416,19.89,19.0,0.0,442.5,0.00272104
3417,19.89,19.05,0.0,445.0,0.002728232
3418,19.89,19.05,0.0,442.5,0.002728232
3419,19.79,19.0,0.0,443.0,0.002704143
3420,19.89,19.05,0.0,442.5,0.002728232
3421,19.89,19.05,0.0,441.0,0.002728232
3422,19.89,19.1,0.0,433.0,0.002735425
3423,19.79,19.0,0.0,435.0,0.002704143
3424,19.89,19.0,0.0,434.0,0.00272104
3425,19.89,19.0,0.0,438.5,0.00272104
3426,19.89,19.0,0.0,437.33333330000005,0.00272104
3427,19.89,19.0,0.0,435.0,0.00272104
3428,19.84,19.0,0.0,437.0,0.00271258
3429,19.79,19.0,0.0,437.0,0.002704143
3430,19.79,19.0,0.0,434.5,0.002704143
3431,19.79,19.0,0.0,436.0,0.002704143
3432,19.79,19.0,0.0,441.33333330000005,0.002704143
3433,19.79,19.0,0.0,435.0,0.002704143
3434,19.79,19.0,0.0,430.5,0.002704143
3435,19.89,19.05,0.0,436.5,0.002728232
3436,19.84,19.0,0.0,442.5,0.00271258
3437,19.85666667,19.06666667,0.0,442.33333330000005,0.002724967
3438,19.79,19.0,0.0,443.0,0.002704143
3439,19.79,19.0,0.0,441.5,0.002704143
3440,19.79,19.0,0.0,443.0,0.002704143
3441,19.84,19.1,0.0,436.0,0.00272692
3442,19.79,19.1,0.0,435.0,0.0027184379999999997
3443,19.84,19.1,0.0,437.0,0.00272692
3444,19.79,19.05,0.0,441.0,0.00271129
3445,19.79,19.1,0.0,442.0,0.0027184379999999997
3446,19.79,19.1,0.0,438.5,0.0027184379999999997
3447,19.79,19.1,0.0,436.5,0.0027184379999999997
3448,19.79,19.1,0.0,440.0,0.0027184379999999997
3449,19.89,19.1,0.0,439.0,0.002735425
3450,19.79,19.1,0.0,439.0,0.0027184379999999997
3451,19.79,19.1,0.0,436.0,0.0027184379999999997
3452,19.79,19.1,0.0,436.0,0.0027184379999999997
3453,19.79,19.1,0.0,438.25,0.0027184379999999997
3454,19.79,19.1,0.0,440.5,0.0027184379999999997
3455,19.79,19.16666667,0.0,440.25,0.002727968
3456,19.79,19.1,0.0,443.0,0.0027184379999999997
3457,19.84,19.2,0.0,439.5,0.00274126
3458,19.79,19.15,0.0,440.0,0.002725585
3459,19.79,19.15,0.0,438.5,0.002725585
3460,19.79,19.1,0.0,438.0,0.0027184379999999997
3461,19.79,19.2,0.0,434.0,0.0027327329999999998
3462,19.745,19.2,0.0,438.66666669999995,0.002725079
3463,19.79,19.2,0.0,436.0,0.0027327329999999998
3464,19.79,19.2,0.0,440.5,0.0027327329999999998
3465,19.79,19.2,0.0,442.33333330000005,0.0027327329999999998
3466,19.79,19.2,0.0,441.5,0.0027327329999999998
3467,19.79,19.2,0.0,440.0,0.0027327329999999998
3468,19.79,19.2,0.0,438.0,0.0027327329999999998
3469,19.79,19.2,0.0,437.33333330000005,0.0027327329999999998
3470,19.79,19.2,0.0,443.0,0.0027327329999999998
3471,19.79,19.2,0.0,437.0,0.0027327329999999998
3472,19.79,19.2,0.0,435.0,0.0027327329999999998
3473,19.79,19.245,0.0,436.0,0.002739166
3474,19.79,19.2,0.0,440.0,0.0027327329999999998
3475,19.79,19.2,0.0,441.75,0.0027327329999999998
3476,19.79,19.245,0.0,445.0,0.002739166
3477,19.79,19.245,0.0,440.0,0.002739166
3478,19.79,19.245,0.0,437.5,0.002739166
3479,19.79,19.29,0.0,440.0,0.002745599
3480,19.79,19.29,0.0,438.5,0.002745599
3481,19.79,19.2,0.0,438.0,0.0027327329999999998
3482,19.79,19.29,0.0,439.5,0.002745599
3483,19.79,19.29,0.0,440.0,0.002745599
3484,19.79,19.29,0.0,441.0,0.002745599
3485,19.79,19.29,0.0,441.0,0.002745599
3486,19.79,19.29,0.0,437.5,0.002745599
3487,19.79,19.29,0.0,439.0,0.002745599
3488,19.79,19.29,0.0,438.0,0.002745599
3489,19.79,19.29,0.0,448.0,0.002745599
3490,19.79,19.29,0.0,441.0,0.002745599
3491,19.79,19.29,0.0,443.0,0.002745599
3492,19.79,19.29,0.0,442.0,0.002745599
3493,19.79,19.29,0.0,439.0,0.002745599
3494,19.79,19.29,0.0,439.5,0.002745599
3495,19.79,19.29,0.0,438.5,0.002745599
3496,19.79,19.35666667,0.0,438.66666669999995,0.00275513
3497,19.79,19.29,0.0,443.0,0.002745599
3498,19.79,19.29,0.0,436.0,0.002745599
3499,19.79,19.29,0.0,442.0,0.002745599
3500,19.79,19.29,0.0,440.0,0.002745599
3501,19.79,19.29,0.0,439.0,0.002745599
3502,19.79,19.29,0.0,442.33333330000005,0.002745599
3503,19.79,19.39,0.0,441.5,0.002759896
3504,19.79,19.29,0.0,446.5,0.002745599
3505,19.79,19.29,0.0,450.0,0.002745599
3506,19.84,19.29,0.0,444.0,0.0027541659999999997
3507,19.79,19.29,0.0,442.0,0.002745599
3508,19.79,19.29,0.0,440.0,0.002745599
3509,19.79,19.29,0.0,441.0,0.002745599
3510,19.79,19.29,0.0,442.0,0.002745599
3511,19.79,19.29,0.0,441.0,0.002745599
3512,19.79,19.29,0.0,441.0,0.002745599
3513,19.79,19.32333333,0.0,441.33333330000005,0.002750365
3514,19.79,19.39,0.0,439.0,0.002759896
3515,19.79,19.34,0.0,439.5,0.0027527470000000003
3516,19.79,19.39,0.0,442.0,0.002759896
3517,19.79,19.29,0.0,443.0,0.002745599
3518,19.79,19.29,0.0,439.5,0.002745599
3519,19.79,19.29,0.0,441.0,0.002745599
3520,19.79,19.29,0.0,441.0,0.002745599
3521,19.79,19.29,0.0,443.33333330000005,0.002745599
3522,19.79,19.29,0.0,443.0,0.002745599
3523,19.79,19.29,0.0,445.5,0.002745599
3524,19.79,19.29,0.0,446.0,0.002745599
3525,19.79,19.29,0.0,442.0,0.002745599
3526,19.79,19.29,0.0,442.5,0.002745599
3527,19.79,19.29,0.0,440.0,0.002745599
3528,19.79,19.29,0.0,441.5,0.002745599
3529,19.79,19.29,0.0,443.0,0.002745599
3530,19.79,19.29,0.0,443.0,0.002745599
3531,19.79,19.35666667,0.0,441.66666669999995,0.00275513
3532,19.79,19.29,0.0,442.0,0.002745599
3533,19.79,19.32333333,0.0,446.33333330000005,0.002750365
3534,19.79,19.29,0.0,440.5,0.002745599
3535,19.745,19.34,0.0,437.5,0.002745037
3536,19.79,19.34,0.0,442.5,0.0027527470000000003
3537,19.79,19.39,0.0,442.0,0.002759896
3538,19.7,19.39,0.0,439.0,0.0027444540000000003
3539,19.7,19.39,0.0,437.0,0.0027444540000000003
3540,19.745,19.39,0.0,439.0,0.002752165
3541,19.79,19.39,0.0,441.0,0.002759896
3542,19.79,19.39,0.0,446.0,0.002759896
3543,19.745,19.39,0.0,443.0,0.002752165
3544,19.745,19.39,0.0,441.0,0.002752165
3545,19.79,19.39,0.0,443.0,0.002759896
3546,19.79,19.39,0.0,439.0,0.002759896
3547,19.7,19.39,0.0,441.5,0.0027444540000000003
3548,19.76,19.39,0.0,440.66666669999995,0.00275474
3549,19.73,19.39,0.0,444.0,0.002749593
3550,19.745,19.39,0.0,442.0,0.002752165
3551,19.7,19.39,0.0,441.0,0.0027444540000000003
3552,19.7225,19.39,0.0,448.5,0.002748307
3553,19.7,19.39,0.0,445.0,0.0027444540000000003
3554,19.745,19.39,0.0,442.0,0.002752165
3555,19.79,19.39,0.0,444.5,0.002759896
3556,19.73,19.39,0.0,444.66666669999995,0.002749593
3557,19.79,19.39,0.0,445.0,0.002759896
3558,19.79,19.39,0.0,445.0,0.002759896
3559,19.79,19.34,0.0,445.5,0.0027527470000000003
3560,19.79,19.39,0.0,444.0,0.002759896
3561,19.79,19.29,0.0,443.5,0.002745599
3562,19.79,19.315,0.0,446.0,0.0027491729999999997
3563,19.745,19.34,0.0,446.0,0.002745037
3564,19.7,19.29,0.0,447.0,0.002730238
3565,19.745,19.29,0.0,444.5,0.002737909
3566,19.79,19.29,0.0,437.5,0.002745599
3567,19.79,19.29,0.0,435.5,0.002745599
3568,19.745,19.29,0.0,443.0,0.002737909
3569,19.79,19.29,0.0,446.0,0.002745599
3570,19.745,19.29,0.0,440.5,0.002737909
3571,19.79,19.29,0.0,439.5,0.002745599
3572,19.7,19.29,0.0,444.5,0.002730238
3573,19.7675,19.29,0.0,444.25,0.002741752
3574,19.79,19.29,0.0,446.0,0.002745599
3575,19.79,19.29,0.0,442.0,0.002745599
3576,19.745,19.29,0.0,443.0,0.002737909
3577,19.7,19.34,0.0,443.0,0.002737346
3578,19.745,19.34,0.0,443.5,0.002745037
3579,19.745,19.29,0.0,441.5,0.002737909
3580,19.79,19.29,0.0,439.0,0.002745599
3581,19.79,19.29,0.0,437.0,0.002745599
3582,19.79,19.29,0.0,442.66666669999995,0.002745599
3583,19.79,19.29,0.0,442.0,0.002745599
3584,19.79,19.29,0.0,438.5,0.002745599
3585,19.79,19.29,0.0,437.0,0.002745599
3586,19.79,19.29,0.0,440.0,0.002745599
3587,19.79,19.26,0.0,444.5,0.00274131
3588,19.79,19.29,0.0,438.66666669999995,0.002745599
3589,19.79,19.2,0.0,438.0,0.0027327329999999998
3590,19.79,19.2,0.0,437.0,0.0027327329999999998
3591,19.79,19.2,0.0,444.0,0.0027327329999999998
3592,19.79,19.2,0.0,444.0,0.0027327329999999998
3593,19.79,19.2,0.0,443.0,0.0027327329999999998
3594,19.79,19.245,0.0,444.0,0.002739166
3595,19.76,19.26,0.0,442.33333330000005,0.00273619
3596,19.79,19.29,0.0,442.0,0.002745599
3597,19.76,19.29,0.0,444.66666669999995,0.00274047
3598,19.79,19.29,0.0,443.0,0.002745599
3599,19.745,19.29,0.0,443.5,0.002737909
3600,19.79,19.29,0.0,444.0,0.002745599
3601,19.745,19.29,0.0,441.0,0.002737909
3602,19.73,19.32333333,0.0,441.75,0.002740098
3603,19.745,19.34,0.0,445.5,0.002745037
3604,19.7,19.34,0.0,442.0,0.002737346
3605,19.7,19.39,0.0,441.0,0.0027444540000000003
3606,19.7,19.39,0.0,448.0,0.0027444540000000003
3607,19.7,19.39,0.0,443.0,0.0027444540000000003
3608,19.7,19.39,0.0,442.0,0.0027444540000000003
3609,19.745,19.39,0.0,443.0,0.002752165
3610,19.7,19.39,0.0,446.0,0.0027444540000000003
3611,19.7,19.39,0.0,439.0,0.0027444540000000003
3612,19.7,19.39,0.0,444.0,0.0027444540000000003
3613,19.7,19.39,0.0,445.0,0.0027444540000000003
3614,19.7,19.39,0.0,440.0,0.0027444540000000003
3615,19.7,19.39,0.0,442.33333330000005,0.0027444540000000003
3616,19.7,19.39,0.0,444.0,0.0027444540000000003
3617,19.7,19.39,0.0,441.5,0.0027444540000000003
3618,19.7,19.39,0.0,444.0,0.0027444540000000003
3619,19.7,19.39,0.0,439.5,0.0027444540000000003
3620,19.7,19.39,0.0,441.0,0.0027444540000000003
3621,19.7,19.39,0.0,442.0,0.0027444540000000003
3622,19.745,19.39,0.0,447.0,0.002752165
3623,19.7225,19.39,0.0,450.5,0.002748307
3624,19.7,19.39,0.0,452.0,0.0027444540000000003
3625,19.7,19.39,0.0,450.0,0.0027444540000000003
3626,19.7,19.39,0.0,447.0,0.0027444540000000003
3627,19.79,19.39,0.0,442.0,0.002759896
3628,19.7,19.39,0.0,442.0,0.0027444540000000003
3629,19.7,19.39,0.0,449.66666669999995,0.0027444540000000003
3630,19.7,19.39,0.0,445.0,0.0027444540000000003
3631,19.7,19.39,0.0,445.0,0.0027444540000000003
3632,19.7,19.39,0.0,446.0,0.0027444540000000003
3633,19.7,19.39,0.0,447.0,0.0027444540000000003
3634,19.7,19.39,0.0,444.0,0.0027444540000000003
3635,19.7,19.39,0.0,443.0,0.0027444540000000003
3636,19.7,19.39,0.0,442.0,0.0027444540000000003
3637,19.7,19.39,0.0,442.5,0.0027444540000000003
3638,19.7,19.39,0.0,441.0,0.0027444540000000003
3639,19.7,19.39,0.0,444.0,0.0027444540000000003
3640,19.7,19.39,0.0,447.0,0.0027444540000000003
3641,19.7,19.35666667,0.0,445.0,0.002739715
3642,19.7,19.39,0.0,445.0,0.0027444540000000003
3643,19.65,19.34,0.0,442.5,0.002728822
3644,19.7,19.39,0.0,445.0,0.0027444540000000003
3645,19.7,19.29,0.0,448.5,0.002730238
3646,19.7,19.29,0.0,448.0,0.002730238
3647,19.7,19.29,0.0,449.5,0.002730238
3648,19.7,19.29,0.0,450.0,0.002730238
3649,19.7,19.245,0.0,449.0,0.002723841
3650,19.7,19.245,0.0,442.0,0.002723841
3651,19.7,19.2,0.0,446.0,0.0027174440000000003
3652,19.7,19.2,0.0,445.0,0.0027174440000000003
3653,19.7,19.29,0.0,444.5,0.002730238
3654,19.7,19.2,0.0,445.0,0.0027174440000000003
3655,19.745,19.2675,0.0,451.75,0.0027347020000000003
3656,19.76,19.23,0.0,450.33333330000005,0.0027319090000000002
3657,19.745,19.2,0.0,451.0,0.002725079
3658,19.79,19.2,0.0,452.0,0.0027327329999999998
3659,19.79,19.2,0.0,450.0,0.0027327329999999998
3660,19.79,19.2,0.0,444.0,0.0027327329999999998
3661,19.7675,19.2,0.0,446.5,0.0027289040000000003
3662,19.79,19.2,0.0,447.66666669999995,0.0027327329999999998
3663,19.79,19.2,0.0,440.33333330000005,0.0027327329999999998
3664,19.79,19.2,0.0,448.0,0.0027327329999999998
3665,19.73,19.2,0.0,448.33333330000005,0.002722532
3666,19.745,19.245,0.0,445.0,0.002731494
3667,19.7,19.2,0.0,442.0,0.0027174440000000003
3668,19.745,19.245,0.0,448.0,0.002731494
3669,19.745,19.29,0.0,449.0,0.002737909
3670,19.7,19.29,0.0,451.0,0.002730238
3671,19.79,19.29,0.0,448.0,0.002745599
3672,19.7,19.29,0.0,447.5,0.002730238
3673,19.7,19.29,0.0,446.5,0.002730238
3674,19.7,19.29,0.0,449.0,0.002730238
3675,19.7,19.29,0.0,453.0,0.002730238
3676,19.7,19.29,0.0,448.0,0.002730238
3677,19.7,19.34,0.0,449.5,0.002737346
3678,19.7,19.39,0.0,449.0,0.0027444540000000003
3679,19.7,19.39,0.0,447.0,0.0027444540000000003
3680,19.66666667,19.35666667,0.0,449.33333330000005,0.002734025
3681,19.7,19.39,0.0,448.0,0.0027444540000000003
3682,19.7,19.39,0.0,446.5,0.0027444540000000003
3683,19.65,19.34,0.0,444.0,0.002728822
3684,19.7,19.39,0.0,443.33333330000005,0.0027444540000000003
3685,19.66666667,19.35666667,0.0,450.0,0.002734025
3686,19.66666667,19.35666667,0.0,453.33333330000005,0.002734025
3687,19.7,19.39,0.0,448.0,0.0027444540000000003
3688,19.65,19.34,0.0,449.0,0.002728822
3689,19.6,19.29,0.0,450.0,0.0027132590000000004
3690,19.7,19.39,0.0,451.0,0.0027444540000000003
3691,19.65,19.34,0.0,443.0,0.002728822
3692,19.66666667,19.35666667,0.0,448.33333330000005,0.002734025
3693,19.65,19.34,0.0,453.0,0.002728822
3694,19.6,19.29,0.0,451.0,0.0027132590000000004
3695,19.7,19.39,0.0,451.5,0.0027444540000000003
3696,19.7,19.39,0.0,451.0,0.0027444540000000003
3697,19.7,19.39,0.0,448.0,0.0027444540000000003
3698,19.7,19.39,0.0,450.0,0.0027444540000000003
3699,19.65,19.34,0.0,446.0,0.002728822
3700,19.7,19.39,0.0,445.0,0.0027444540000000003
3701,19.65,19.34,0.0,446.0,0.002728822
3702,19.7,19.4175,0.0,448.75,0.002748364
3703,19.7,19.445,0.0,449.0,0.002752273
3704,19.7,19.39,0.0,454.0,0.0027444540000000003
3705,19.7,19.39,0.0,452.66666669999995,0.0027444540000000003
3706,19.7,19.39,0.0,450.0,0.0027444540000000003
3707,19.65,19.34,0.0,444.5,0.002728822
3708,19.7,19.39,0.0,448.5,0.0027444540000000003
3709,19.7,19.39,0.0,448.0,0.0027444540000000003
3710,19.7,19.39,0.0,447.0,0.0027444540000000003
3711,19.7,19.39,0.0,449.5,0.0027444540000000003
3712,19.6,19.29,0.0,450.0,0.0027132590000000004
3713,19.7,19.39,0.0,450.0,0.0027444540000000003
3714,19.7,19.39,0.0,445.0,0.0027444540000000003
3715,19.7,19.39,0.0,447.5,0.0027444540000000003
3716,19.7,19.39,0.0,454.0,0.0027444540000000003
3717,19.7,19.5,0.0,450.0,0.002760093
3718,19.7,19.5,0.0,452.0,0.002760093
3719,19.7,19.5,0.0,447.0,0.002760093
3720,19.7,19.5,0.0,456.0,0.002760093
3721,19.65,19.445,0.0,452.0,0.0027437029999999997
3722,19.7,19.5,0.0,452.0,0.002760093
3723,19.7,19.445,0.0,450.0,0.002752273
3724,19.65,19.445,0.0,450.5,0.0027437029999999997
3725,19.6,19.39,0.0,450.5,0.0027273859999999996
3726,19.7,19.5,0.0,452.0,0.002760093
3727,19.7,19.5,0.0,455.0,0.002760093
3728,19.7,19.5,0.0,454.0,0.002760093
3729,19.6,19.42666667,0.0,453.0,0.0027325659999999996
3730,19.6,19.39,0.0,449.0,0.0027273859999999996
3731,19.6,19.5,0.0,451.0,0.002742927
3732,19.6,19.5,0.0,449.0,0.002742927
3733,19.575,19.5,0.0,451.0,0.00273865
3734,19.6,19.5,0.0,455.5,0.002742927
3735,19.6,19.5,0.0,453.5,0.002742927
3736,19.6,19.5,0.0,445.5,0.002742927
3737,19.6,19.5,0.0,448.0,0.002742927
3738,19.6,19.5,14.0,453.5,0.002742927
3739,19.6,19.5,14.0,450.0,0.002742927
3740,19.6,19.5,14.0,451.0,0.002742927
3741,19.6,19.5,14.0,451.33333330000005,0.002742927
3742,19.6,19.5,14.0,453.6,0.002742927
3743,19.6,19.5,14.0,456.0,0.002742927
3744,19.6,19.5,9.333333332999999,451.0,0.002742927
3745,19.6,19.5,10.5,446.0,0.002742927
3746,19.6,19.5,7.0,447.0,0.002742927
3747,19.6,19.5,9.333333332999999,449.33333330000005,0.002742927
3748,19.6,19.5,7.0,450.75,0.002742927
3749,19.63333333,19.53333333,9.333333332999999,451.33333330000005,0.002753358
3750,19.6,19.5,7.0,450.5,0.002742927
3751,19.625,19.5,10.0,458.0,0.002747209
3752,19.6,19.5,13.5,454.5,0.002742927
3753,19.6,19.5,11.5,459.75,0.002742927
3754,19.65,19.55,6.0,457.0,0.002758584
3755,19.7,19.55,6.0,459.0,0.002767201
3756,19.675,19.5,6.0,456.25,0.002755792
3757,19.675,19.5,6.0,453.0,0.002755792
3758,19.7,19.5,12.0,452.66666669999995,0.002760093
3759,19.675,19.5,24.0,453.25,0.002755792
3760,19.7,19.5,24.0,454.0,0.002760093
3761,19.7,19.5,24.0,458.0,0.002760093
3762,19.68,19.477999999999998,24.0,458.0,0.002753528
3763,19.7,19.5,14.0,454.75,0.002760093
3764,19.675,19.4725,14.0,453.5,0.0027518890000000004
3765,19.66666667,19.46333333,17.33333333,456.33333330000005,0.002749158
3766,19.7,19.5,18.5,457.75,0.002760093
3767,19.7,19.5,20.33333333,461.0,0.002760093
3768,19.7,19.5,26.5,460.25,0.002760093
3769,19.7,19.5,26.5,458.0,0.002760093
3770,19.7,19.5,26.5,459.0,0.002760093
3771,19.63333333,19.42666667,22.0,457.0,0.0027382559999999997
3772,19.7,19.5,13.0,451.5,0.002760093
